iter	Logloss
134	0.4544379993
135	0.4542399961
136	0.4539215942
137	0.4538976068
138	0.4537832164
139	0.4537809935
140	0.453575477
141	0.4531467107
142	0.4528377511
143	0.4524908459
144	0.4523975931
145	0.4523218068
146	0.451911274
147	0.4518901761
148	0.451553072
149	0.4512503293
150	0.451101908
151	0.4511019043
152	0.4510197769
153	0.4508162929
154	0.4505389445
155	0.4504025917
156	0.4502021314
157	0.4501049114
158	0.4498608284
159	0.4498608198
160	0.4494272887
161	0.4493345405
162	0.4490315657
163	0.448863579
164	0.4487158708
165	0.4485412032
166	0.4484945633
167	0.4480301431
168	0.4480301375
169	0.4480301321
170	0.4479651159
171	0.4475029448
172	0.4469578727
173	0.4468144243
174	0.4465892924
175	0.4463536936
176	0.4459083364
177	0.445880436
178	0.4456250526
179	0.4454424392
180	0.4452704042
181	0.4450311556
182	0.4449070619
183	0.4447762395
184	0.4446154836
185	0.4444220739
186	0.4441226038
187	0.4441225992
188	0.4438128346
189	0.4435859506
190	0.4434745655
191	0.4432069743
192	0.4429412427
193	0.4425406226
194	0.4423301272
195	0.4421582402
196	0.4417591738
197	0.4417591736
198	0.4415414911
199	0.4413237269
200	0.4410665893
201	0.4406524674
202	0.4404860831
203	0.439940976
204	0.4396232547
205	0.4395333939
206	0.4392129031
207	0.4390838666
208	0.438730873
209	0.4385529845
210	0.4381727919
211	0.4378869225
212	0.4375028758
213	0.4371476182
214	0.436846211
215	0.4367401784
216	0.436420213
217	0.4359238135
218	0.4352732781
219	0.4347406618
220	0.4343517829
221	0.434093003
222	0.4337081984
223	0.4332658143
224	0.433264989
225	0.4329043537
226	0.4326625684
227	0.4325367532
228	0.4318400015
229	0.4315667722
230	0.4314025668
231	0.4313150288
232	0.4310891608
233	0.430884586
234	0.4304855497
235	0.4302957485
236	0.4298579973
237	0.4294063746
238	0.429134223
239	0.4288067185
240	0.4286474984
241	0.4284774552
242	0.4283208098
243	0.4282143495
244	0.4279188609
245	0.4274569203
246	0.4270936113
247	0.4268096128
248	0.4266381299
249	0.4266085379
250	0.4264051201
251	0.4256868793
252	0.425529705
253	0.4255111606
254	0.4249117245
255	0.4248304678
256	0.4248197175
257	0.4245051667
258	0.4245051529
259	0.4241942574
260	0.4241743704
261	0.4237513416
262	0.4236367556
263	0.4235180128
264	0.4235002962
265	0.4231863678
266	0.4231759448
267	0.42317462
268	0.4231064273
269	0.4228523329
270	0.4228367103
271	0.4223849325
272	0.4223096716
273	0.4217034117
274	0.4216932943
275	0.4213232665
276	0.4213232647
277	0.4209847506
278	0.420674754
279	0.4205146302
280	0.4203894878
281	0.420377942
282	0.4201442013
283	0.4199274732
284	0.4196927968
285	0.4194295199
286	0.4189777251
287	0.4186563672
288	0.4183646572
289	0.4180318393
290	0.4174221658
291	0.4170303222
292	0.4165052962
293	0.4162005885
294	0.415799808
295	0.4154550294
296	0.4151964492
297	0.4150519499
298	0.4147109416
299	0.4147105593
300	0.4142972341
301	0.4142876
302	0.4141251846
303	0.4136090702
304	0.4134169803
305	0.4132264153
306	0.4129811098
307	0.412858596
308	0.4124494031
309	0.4124486872
310	0.4123504688
311	0.4120657786
312	0.4115239321
313	0.4113636353
314	0.4110860645
315	0.4110744087
316	0.4107132639
317	0.4106619823
318	0.4105202367
319	0.4102262929
320	0.4099134558
321	0.4095142582
322	0.4095091446
323	0.4095003293
324	0.4092754183
325	0.4092673674
326	0.4089703394
327	0.4088080557
328	0.4086725397
329	0.4084329953
330	0.408159235
331	0.4080381908
332	0.4078196027
333	0.4078111907
334	0.4075812635
335	0.4071177073
336	0.4068637039
337	0.4065949662
338	0.4060671772
339	0.4058240379
340	0.4058208793
341	0.4056399384
342	0.4055310793
343	0.4052876845
344	0.4050711992
345	0.4046847849
346	0.4043425021
347	0.404234159
348	0.4038992349
349	0.4037030521
350	0.4037008544
351	0.4034986543
352	0.4034010985
353	0.4031466713
354	0.4027111584
355	0.4023558616
356	0.4021009002
357	0.4018052828
358	0.4013704842
359	0.4011276013
360	0.4010275869
361	0.4009189865
362	0.4006386448
363	0.4003529757
364	0.3998401191
365	0.3996202264
366	0.3994325715
367	0.399251914
368	0.3991143928
369	0.3991088849
370	0.3986405282
371	0.3981024417
372	0.3978466895
373	0.3976592264
374	0.3972978958
375	0.3972526656
376	0.3971223481
377	0.3970527589
378	0.396884426
379	0.3967397327
380	0.3966392326
381	0.3966115037
382	0.3961017985
383	0.3959226169
384	0.3957045367
385	0.3954495123
386	0.3953816625
387	0.3953760361
388	0.3952225226
389	0.3951423952
390	0.3950830439
391	0.3948567652
392	0.3948525953
393	0.3943803744
394	0.3941205799
395	0.3940177995
396	0.393849325
397	0.3937698366
398	0.3936556931
399	0.3935079705
400	0.3932144487
401	0.3927874684
402	0.3924771723
403	0.3920188214
404	0.3919272399
405	0.3916091541
406	0.3915461072
407	0.3914160072
408	0.3914091697
409	0.3911256663
410	0.3907323699
411	0.3903634829
412	0.3901014799
413	0.3900970444
414	0.389911775
415	0.3897799695
416	0.3893906219
417	0.3890932285
418	0.389027278
419	0.3888346672
420	0.3883551513
421	0.3883516641
422	0.3881704683
423	0.3879595471
424	0.387744519
425	0.3876071107
426	0.3873588679
427	0.3871709313
428	0.3871035516
429	0.3868637216
430	0.3865952856
431	0.3863425928
432	0.3862088523
433	0.3859733533
434	0.3858809762
435	0.3856608355
436	0.3854190368
437	0.385063168
438	0.3848818476
439	0.3846365857
440	0.3845015258
441	0.3841968046
442	0.3838756242
443	0.3834486601
444	0.3833297015
445	0.3829308714
446	0.3826529729
447	0.3826067179
448	0.3821981674
449	0.3820759704
450	0.3818996125
451	0.3816299639
452	0.381527951
453	0.3812626804
454	0.3811961759
455	0.3810474943
456	0.3808633366
457	0.3805465436
458	0.380303972
459	0.380087068
460	0.3797741578
461	0.3795800512
462	0.3794656514
463	0.3793729266
464	0.3791884613
465	0.3790616253
466	0.3789536798
467	0.3786852529
468	0.3784744385
469	0.3784525119
470	0.3781103928
471	0.3778758915
472	0.3776679933
473	0.377617312
474	0.3772111188
475	0.3770561078
476	0.3769780723
477	0.3768156702
478	0.3766832829
479	0.3764573907
480	0.3761935321
481	0.3760487867
482	0.3758304161
483	0.3755103188
484	0.3754577889
485	0.3752691252
486	0.3750290814
487	0.3748953864
488	0.3748717157
489	0.3746862773
490	0.3745907529
491	0.3744256625
492	0.3742463179
493	0.3739751655
494	0.3738662703
495	0.3736873035
496	0.373414149
497	0.3731615596
498	0.3729990246
499	0.3729105917
500	0.372853345
501	0.3726683829
502	0.3726117602
503	0.3724535669
504	0.3723069172
505	0.3721797393
506	0.3720346969
507	0.3717327652
508	0.3716480717
509	0.3714319434
510	0.3712729126
511	0.3709639063
512	0.370821765
513	0.3706107023
514	0.3703325753
515	0.3702874955
516	0.3701710458
517	0.3698073107
518	0.3696653151
519	0.3696395264
520	0.36937284
521	0.3692633657
522	0.3690209362
523	0.3688355312
524	0.368545085
525	0.3684255994
526	0.368242806
527	0.3680962523
528	0.3680460128
529	0.3677748446
530	0.3675707187
531	0.3673347667
532	0.3673188213
533	0.3670577594
534	0.366951665
535	0.3669408725
536	0.3667207998
537	0.3665950565
538	0.3663921703
539	0.3661655829
540	0.3660340924
541	0.3657892477
542	0.3656739444
543	0.3656570081
544	0.3655302045
545	0.3649599262
546	0.3646621331
547	0.3646368602
548	0.3644964221
549	0.3642509324
550	0.3640559747
551	0.3639030324
552	0.3637488167
553	0.3634654474
554	0.3631261067
555	0.3630129995
556	0.3628673905
557	0.3624785053
558	0.3621371704
559	0.3619574045
560	0.361854351
561	0.3617828314
562	0.3616431972
563	0.3615637224
564	0.3614318996
565	0.3612534225
566	0.3610788707
567	0.3609569958
568	0.3608881167
569	0.3607839452
570	0.3605439869
571	0.3603814543
572	0.3601971883
573	0.3599337611
574	0.3598655113
575	0.3597541587
576	0.3595999377
577	0.3593142102
578	0.359118553
579	0.3590816224
580	0.3588100878
581	0.3587661789
582	0.3586966121
583	0.3586057438
584	0.3584506012
585	0.3583859937
586	0.3583049442
587	0.3578607419
588	0.3577255987
589	0.3575996366
590	0.3572546564
591	0.35707437
592	0.3570352991
593	0.3568369068
594	0.3565218554
595	0.3564864628
596	0.3562894162
597	0.3561469006
598	0.3560333347
599	0.3559718748
600	0.3558269768
601	0.355561477
602	0.355230354
603	0.3551323064
604	0.3549456891
605	0.3548752176
606	0.3546754051
607	0.3544920738
608	0.3544107788
609	0.3542328506
610	0.3541205292
611	0.3540093543
612	0.3539548431
613	0.3534576238
614	0.3534005078
615	0.3533846098
616	0.3530861082
617	0.3530002293
618	0.3527303821
619	0.3526868071
620	0.3525849714
621	0.3524743123
622	0.352283144
623	0.3521861365
624	0.3519578837
625	0.3518036313
626	0.3515952801
627	0.3515318887
628	0.3514396989
629	0.3512283105
630	0.3510922119
631	0.3507488339
632	0.3504970019
633	0.350199909
634	0.3501111185
635	0.3500209887
636	0.3497108644
637	0.3497028003
638	0.3494282387
639	0.3493027849
640	0.3491919462
641	0.3489012768
642	0.3488232294
643	0.3487118057
644	0.3487005968
645	0.3485023971
646	0.3482650546
647	0.3481607805
648	0.3480520797
649	0.3479074039
650	0.3477491526
651	0.3477474769
652	0.347564134
653	0.3472119244
654	0.3470984904
655	0.3469596628
656	0.3467215098
657	0.3466827951
658	0.3466726777
659	0.3466222049
660	0.3464017865
661	0.3462006472
662	0.3461803989
663	0.3461152449
664	0.3460339703
665	0.3460175566
666	0.3459105621
667	0.3458580437
668	0.3457848101
669	0.3456384613
670	0.3456138737
671	0.3454334648
672	0.3453360155
673	0.3452279099
674	0.3452192734
675	0.3449552301
676	0.3447790843
677	0.3446267228
678	0.3446177743
679	0.3445769739
680	0.3443915335
681	0.344388929
682	0.3442976142
683	0.3442570877
684	0.3441140577
685	0.3438818907
686	0.3438210259
687	0.3438189921
688	0.3436456823
689	0.3434305932
690	0.3431397981
691	0.3430164159
692	0.3428912913
693	0.342738515
694	0.3425573749
695	0.3423858031
696	0.3421389993
697	0.3421319468
698	0.342037422
699	0.3419213439
700	0.3417929379
701	0.3416870465
702	0.3413820853
703	0.3412824637
704	0.3411496849
705	0.3409357361
706	0.3408775772
707	0.3406634707
708	0.3404112866
709	0.3401407679
710	0.3399031592
711	0.3399007474
712	0.3396953243
713	0.3395161515
714	0.3392185104
715	0.339022148
716	0.3390110464
717	0.3388890914
718	0.338663081
719	0.3385092248
720	0.3384280505
721	0.3382834979
722	0.3382305873
723	0.338180015
724	0.3379882473
725	0.3378789005
726	0.3377885431
727	0.3375905795
728	0.3374151173
729	0.3373467012
730	0.3372108359
731	0.3370263962
732	0.3369736156
733	0.336866344
734	0.3367406766
735	0.3365900233
736	0.3364729639
737	0.3364723003
738	0.3363638307
739	0.3362506169
740	0.3359850411
741	0.3358532309
742	0.3357682615
743	0.3355506609
744	0.3353728829
745	0.3353054231
746	0.3351316663
747	0.3350912499
748	0.3350060616
749	0.3349034665
750	0.3347726217
751	0.3346467622
752	0.3345018842
753	0.3343563059
754	0.3342235761
755	0.3340766063
756	0.333781242
757	0.3336673057
758	0.3336569384
759	0.3333458023
760	0.3332775831
761	0.3331806239
762	0.3331179422
763	0.3330979359
764	0.3329599663
765	0.3327860111
766	0.3324687412
767	0.3322906705
768	0.3322071258
769	0.3319928786
770	0.3319107096
771	0.331873458
772	0.3316712046
773	0.3314143822
774	0.3312772482
775	0.3312642217
776	0.3311725679
777	0.3310945567
778	0.3310590767
779	0.3308461338
780	0.3308274678
781	0.3305462074
782	0.3303614031
783	0.3303178095
784	0.33009784
785	0.3300309849
786	0.3299699564
787	0.3298854914
788	0.3297553164
789	0.329711464
790	0.3296817359
791	0.3294458899
792	0.3292187698
793	0.3290469219
794	0.3289558759
795	0.3287102112
796	0.3285547434
797	0.3284619331
798	0.3283497846
799	0.3282923107
800	0.3281906204
801	0.3281410211
802	0.3280292582
803	0.3279944113
804	0.3279467097
805	0.3277683619
806	0.3276852785
807	0.3275961175
808	0.3274205987
809	0.3273568924
810	0.32724116
811	0.3268763364
812	0.3267263184
813	0.326538989
814	0.3263946413
815	0.326330567
816	0.326319332
817	0.3262742359
818	0.3262326594
819	0.3260665828
820	0.3258441226
821	0.3257193951
822	0.3256041538
823	0.3254674892
824	0.3252594704
825	0.3252029839
826	0.3249961393
827	0.3248682468
828	0.324622172
829	0.3243847569
830	0.3242420836
831	0.3241194645
832	0.3238763358
833	0.3236977655
834	0.323606922
835	0.3235121643
836	0.3233678121
837	0.3232773401
838	0.3231870367
839	0.3230691441
840	0.3230448406
841	0.322818871
842	0.3227365118
843	0.3226728918
844	0.3224887645
845	0.3224488383
846	0.3222870792
847	0.32223445
848	0.3221399194
849	0.3218751774
850	0.3217654361
851	0.3216006827
852	0.3215306062
853	0.3214006415
854	0.3212114159
855	0.3211090079
856	0.3210635586
857	0.3209940958
858	0.3208950319
859	0.3206727053
860	0.3204995808
861	0.3204232123
862	0.3203429428
863	0.3202031149
864	0.3199326502
865	0.3198835306
866	0.3197105512
867	0.3195385884
868	0.319333227
869	0.3192695206
870	0.3191597
871	0.3190659132
872	0.3189743042
873	0.318903527
874	0.3187494966
875	0.3186301769
876	0.3186104096
877	0.3185185391
878	0.3183394347
879	0.3182215337
880	0.3181203921
881	0.3180254509
882	0.3179365261
883	0.3178800662
884	0.3178578109
885	0.3176772473
886	0.3176119699
887	0.3175226178
888	0.3172753818
889	0.3171790523
890	0.3171365107
891	0.3169342025
892	0.3167813793
893	0.3166917029
894	0.3166435568
895	0.316576658
896	0.3161983377
897	0.3161295479
898	0.3160994608
899	0.3159629857
900	0.3158703614
901	0.3156957295
902	0.3154925279
903	0.31523248
904	0.3150723813
905	0.3150433489
906	0.3147550838
907	0.3145875544
908	0.3145813533
909	0.3145033587
910	0.3144467922
911	0.3142420702
912	0.3140445433
913	0.3138875973
914	0.3138828271
915	0.3138422189
916	0.3137527323
917	0.313610549
918	0.3133357555
919	0.3132923308
920	0.3131181558
921	0.3130505177
922	0.3128746501
923	0.3127343499
924	0.3126476424
925	0.3124634515
926	0.3123954841
927	0.3122840394
928	0.3122070094
929	0.3121584382
930	0.3120252425
931	0.3119710259
932	0.311916904
933	0.3118605248
934	0.3117808882
935	0.3116304876
936	0.3115684846
937	0.3114534509
938	0.3113119472
939	0.3112173198
940	0.3110648433
941	0.3109510077
942	0.3108506896
943	0.3106609152
944	0.3105916196
945	0.310491212
946	0.3104019891
947	0.3103203085
948	0.3102517186
949	0.3102146043
950	0.3100737379
951	0.309923571
952	0.3096394337
953	0.3095967574
954	0.3095711501
955	0.3094990624
956	0.3093294521
957	0.3092223382
958	0.3092165375
959	0.3089780024
960	0.3087884479
961	0.3086864516
962	0.3085490302
963	0.3084096691
964	0.3083657503
965	0.3082804341
966	0.3080963305
967	0.3079677808
968	0.3078203614
969	0.3077836895
970	0.3077510336
971	0.3077206245
972	0.3076540156
973	0.3075504833
974	0.3075202299
975	0.3073812402
976	0.3073063791
977	0.3071847488
978	0.3069495656
979	0.3068414453
980	0.3066729696
981	0.30647049
982	0.3064541708
983	0.3063157118
984	0.3061677865
985	0.3061563303
986	0.3061381051
987	0.3060645751
988	0.3058933934
989	0.3058103698
990	0.3056601654
991	0.3055958777
992	0.3054728756
993	0.3053634348
994	0.3052810351
995	0.3049513472
996	0.3048544544
997	0.3048336676
998	0.3047281545
999	0.3045872007
